h3_index,poi_category,poi_count,count_poi_types,poi_type_list,poi_list
882664c1e1fffff,shopping,79,15,"art, jewelry, houseware, clothes, clothes, clothes, bag, shoes, clothes, clothes, department_store, clothes, clothes, clothes, department_store, clothes, clothes, clothes, florist, furniture, houseware, clothes, clothes, department_store, clothes, toys, clothes, watches, toys, clothes, clothes, shoes, shoes, clothes, jewelry, clothes, clothes, clothes, clothes, clothes, clothes, clothes, clothes, fashion_accessories, clothes, clothes, clothes, clothes, shoes, clothes, clothes, clothes, clothes, clothes, cannabis, clothes, clothes, clothes, shoes, clothes, clothes, clothes, clothes, clothes, clothes, fashion_accessories, clothes, jewelry, clothes, nutrition_supplements, mall, mall, department_store, mall, clothes, clothes, clothes, mall, department_store","R.H. Love Galleries, Tiffany & Company, Bed Bath & Beyond, H&M, Peter Millar, Under Armour, Tumi, Salvatore Ferragamo, Zara, Zegna, Saks Fifth Avenue, Canada Goose, Anthropologie, Nordstrom Rack, Neiman Marcus, Nike, Levi's, Armani Exchange, City Scents, Room & Board, Jonathan Adler, Polo Ralph Lauren, Victoria's Secret, Marshalls, Victoria's Secret, Lego, Max Mara, Rolex, American Girl, Agriculture - A Crop of Style, Locker Room, UGG, Allen Edmonds, Men's Wearhouse, Pandora, Emporio Armani, Marella, Kate Spade New York, Psycho Bunny, Aeropostale, Altar'd State, American Eagle Outfitters, Chico's, claire's, Eileen Fisher, Express, Free People, Hollister, Johnston & Murphy, Lacoste, Lids, Soma, White House Black Market, Ragstock, Wake-N-Bakery, Maje, Tommy Bahama, H&M, Converse, Hugo Boss, Givenchy, Dolce & Gabbana, Brunello Cucinelli, Chicago Cubs Team Store, UNTUCKit, MCM, White House Black Market, APM Monaco, DXL Men's Apparel, GNC, The Shops at North Bridge, 900 North Michigan, Nordstrom, Water Tower Place, Ikram, Burberry, Aritzia, The Shops at North Bridge, Bloomingdale's"
882664c1e1fffff,transport,12,4,"bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, car_rental, fuel, taxi, bicycle_rental","Michigan Ave & Pearson St, Clark St & Chicago Ave, Mies van der Rohe Way & Chicago Ave, St Clair St & Erie St, State St & Pearson St, Wabash Ave & Grand Ave, Rush St & Superior St, Dearborn St & Erie St, Enterprise, BP, State St & Chicago Ave"
882664c1e3fffff,civic_community,4,4,"place_of_worship, social_facility, fire_station, information","Seventeenth Church of Christ Scientist, Ronald McDonald House, Chicago Fire Department Engine Company 13, Northwest Exelon Pavilion / Millennium Park Information Center"
882664c1e3fffff,education,5,4,"kindergarten, school, college, school, university","Bright Horizons, Roofing Academy X, Harold Washington College, GEMS World Academy"
882664c1e3fffff,entertainment,23,5,"artwork, artwork, artwork, artwork, artwork, museum, studio, artwork, museum, museum, artwork, artwork, studio, artwork, artwork, artwork, attraction, artwork, artwork, artwork, theatre, studio, theatre","Nathan Hale, Benito Juárez, Jean Baptiste Point Du Sable, McCormick Bridgehouse & Chicago River Museum, Chicago Rising from the Lake, American Writers Museum, Chicago Architecture Center, Jack Brickhouse, Weather Station, WFLD, Allium, Irv Kupcinet, 150, Museum of Ice Cream, You Are on Potawatomi Land, The Radiance of Being, Wings of Mexico, Jay Pritzker Pavilion, NBC Tower, Joan W. and Irving B. Harris Theater for Music and Dance"
882664c1e3fffff,finance,5,2,"bank, atm, bank, bank, bank","PNC Bank, Chase, Bank of America, Chase, Citibank"
882664c1e3fffff,food_drink,84,6,"restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, chocolate, restaurant, restaurant, fast_food, fast_food, confectionery, restaurant, cafe, cafe, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, coffee, fast_food, cafe, restaurant, cafe, cafe, cafe, restaurant, cafe, cafe, restaurant, restaurant, restaurant, fast_food, cafe, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, cafe, fast_food, restaurant, restaurant, fast_food, cafe, cafe, restaurant, fast_food, fast_food, fast_food, fast_food, fast_food, fast_food, fast_food, restaurant, restaurant, fast_food, cafe, restaurant, restaurant, fast_food, restaurant, restaurant, fast_food, cafe","Market Creations, Wildberry Pancakes and Cafe, Eggy's, Mammoth Poke & Ramen, Sweetwater, Jimmy John's, Fannie May, Hoyt's, Emerald Loop, Billy Goat Tavern, Chipotle, Ghirardelli's, The Purple Pig, Peet's Coffee, Starbucks, Lao Sze Chuan, Bongiorno's Cucina Italiana & Pizzeria, Illy, Niu Japanese Fusion, Shaw’s Crab House, Benny's Chop House, Beacon Tavern, 437 Rush, O'Brien's, Nutella Cafe, Garrett Popcorn, Wow Bao, Land & Lake Kitchen, Perilla Steakhouse, About Last Knife, Bongiorno’s Italian Deli & Pizzeria, Brown Bag Seafood, Caffè RōM, Au Bon Pain, Bake For Me, Blackwood BBQ - Illinois Center, Cityfront Cafe, Corner Bakery, Drunken Bean, Giordano's Pizzeria, Glass & Cup Coffee And Wine Bar, Stan's Donuts & Coffee, Volare Ristorante Italiano, Michael Jordan’s Steak House, Miss Ricky’s, Egg Tuck, The Link@Sheraton Cafe, The Living Room, Market Chicago, MingHin Cuisine, ETA Restaurant + Bar, Ocean Prime, Beat Kitchen, Egg Harbor Cafe, Panda Express, Lou Malnati's Pizzeria, Morton's The Steakhouse, Venteux Brasserie, Starbucks, Subway, Chiya Chai, Feed Your Head, Five Guys, Starbucks, Starbucks, Nando's, Dunkin', Chicago Kernel, Millennium Dogs, Taco Fresco, Subway, Burger King, Sbarro, Roti, Chicago Brewhouse, Sweetgreen, Dollop Coffee Co., The Palm Restaurant, Minghin Cuisine, Chick-fil-A, Monarch&Lion, Tre Dita, Lizzano, Coco Bar"
882664c1e3fffff,grocery,10,6,"supermarket, supermarket, convenience, convenience, supermarket, wine, kiosk, bakery, marketplace, marketplace","Mariano's Fresh Market, Bockwinkel's, 7-Eleven, 7-Eleven, Whole Foods Market, Uncork It!, Millennium News & Views, Paris Baguette, Food Trucks, Community Marketplace"
882664c1e3fffff,health,11,7,"pharmacy, pharmacy, optician, pharmacy, clinic, medical_supply, dentist, doctors, veterinary, doctors, dentist","Walgreens, CVS Pharmacy, Level Optical, Walgreens, Michigan Avenue Immediate/Primary Care (MAICOH), Supply Clinic - Medical & Dental Supplies Online, Chicago Dental Boutique, Forward, GoodVets Streeterville, Medrina, Post Family Dental In The Loop"
882664c1e3fffff,leisure_sports,4,2,"boat_rental, picnic_site, picnic_site, picnic_site",Urban Kayaks
882664c1e3fffff,lodging,23,1,"hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel","The River Hotel, The Gwen, Radisson Blu Aqua Hotel, Chicago, Trump International Hotel & Tower Chicago, Swissotel Chicago, Fairmont Hotel Chicago, The Wit Hotel, Virgin Hotels Chicago, The Royal Sonesta Chicago Downtown, Club Quarters Hotel, Wacker at Michigan, Hampton Inn Chicago Downtown/North Loop, Pendry Chicago, Hotel Monaco, InterContinental Chicago Hotel, Embassy Suites by Hilton Chicago Downtown Magnificent Mile, Sheraton Grand Chicago, Arlo Chicago, Manilow Suites at Millennium Park Plaza, Hyatt Regency Chicago, Hilton Garden Inn Chicago / North Loop, Loews Chicago Downtown, London House Chicago, citizenM Chicago"
882664c1e3fffff,nightlife,21,2,"pub, pub, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, pub, bar, pub, bar, bar, pub","Billy Goat Tavern, Elephant & Castle, Upstairs at Gwen, LH Rooftop, Rebar, Toro, Bridges Lobby Grill at London House, Chi Bar, Commons Club, The Red Star Bar, ROOF on theWit, Tavern at the Park, THE BAR, Two Zero Three, Tavern Club at 333, Lizzie McNeill‘s Irish Pub, Island Party Hut, Monarch and Lion, The Northman Beer & Cider Garden, Amuse, Casa Chi"
882664c1e3fffff,services,9,3,"cosmetics, ticket, ticket, cosmetics, ticket, ticket, beauty, beauty, cosmetics","Kiehl's, Wendella Boat Rides, Millennium Station, Ulta Beauty, Chicago First Lady, Mercury Chicago's Skyline Cruiseline, The Skin Bar at Ulta Beauty, L'Occitane"
882664c1e3fffff,shopping,20,13,"chemist, clothes, books, gift, art, clothes, art, books, newsagent, clothes, gift, clothes, florist, bag, shoes, gift, toys, mall, bicycle, electronics","CVS Pharmacy, Chicago Sports & Novelty, Beck's Book Store, I Love Chicago, Art & Artisans, Lids, Wall Art Prints, Christian Science Reading Room, ChiBoys, Colores Mexicanos, Hugo Boss, City Scents, Coach, Vans, Souvenir City, Build-A-Bear Workshop, Millennium Station/Pedway, McDonald's Cycle Center, Apple Store"
882664c1e3fffff,transport,24,3,"ferry_terminal, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, ferry_terminal, charging_station, bicycle_rental, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, bicycle_rental, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, ferry_terminal, bicycle_rental","Shoreline Sightseeing, Fairbanks Ct & Grand Ave, Michigan Ave & Lake St, Stetson Ave & South Water St, Cityfront Plaza Dr & Pioneer Ct, Field Blvd & South Water St, Columbus Dr & Randolph St, Michigan Avenue, Tesla Supercharger, Rush St & Hubbard St, Chicago's First Lady 2, Chicago's First Lady 1, Mercury Tours 1, Floating Tiki Bar, Tiki Pontoons, Chicago's First Lady 3, Mercury Tours 2, New St & Illinois St, Wendella Tours - Dock 3, Wendella Tours - Dock 4, Wendella Tours - Michigan Avenue, Odyssey Chicago River, Michigan Avenue, Wabash Ave & Wacker Pl"
882664c1e5fffff,automotive,1,1,car_wash,
882664c1e5fffff,civic_community,5,4,"information, courthouse, place_of_worship, place_of_worship, community_centre","Chicago Administration Hearings Department, Saint Luke Church of God in Christ, Saint Matthew United Methodist Church, Jesse White Community Center & Fieldhouse"
882664c1e5fffff,education,2,2,"college, school","Moody Bible Institute, Le Cordon Bleu College of Culinary Arts"
882664c1e5fffff,entertainment,7,4,"theatre, gallery, gallery, gallery, arts_centre, gallery, artwork","Moody Bible Auditorium, Zolla/Libermann Gallery, Gruen Gallery, Carl Hammer Gallery, Marwen, Perimeter Gallery, Commemorative Ground Ring"
882664c1e5fffff,finance,2,2,"atm, bank","RockItCoin Bitcoin ATM, Chase"
882664c1e5fffff,food_drink,52,4,"restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, fast_food, restaurant, restaurant, cafe, restaurant, restaurant, cafe, cafe, restaurant, cafe, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, coffee","Prosecco, Motel Bar, Heritage Outpost, Union Sushi + Barbeque Bar, Cocoro Restaurant, BIG & little's Restaurant, The Franklin Room, Taco Joint, Penelope’s Vegan Taqueria, Mr. Beef on Orleans, SIFR, Café Iberico, Big Wig Tacos & Burritos, Fabcakes, Left Coast Food, avec, Griddle 24, DropShot Coffee & Snack Bar, EuroAsia Restaurant, Sweet Tooth Cafe, Wildfire, Joe’s Coffee, Dearly Beloved, Texican, Mogadishu Restaurant, Obélix, Starbucks, 5411 Empanadas, Avli, Al-Diar, Nomad, Ikigai, Can't Believe It's Not Meat, Happy Monday Coffee Roasters, Starbucks, Indienne, Layla & Ringo's, Gingie, Jimmy John's, Jet's Pizza, Dunkin', Soul Vibez, Egg Harbor Cafe, Doma Cafe, Brett's Kitchen, Hooters, The Green Door Tavern, Taco Bell, Club Lago, Fairgrounds Craft Coffee and Tea"
882664c1e5fffff,grocery,5,3,"convenience, bakery, alcohol, convenience, convenience","Millenial Mart, Goddess and the Baker, Enrich Market, BP Shop, Circle K"
882664c1e5fffff,health,5,3,"dentist, clinic, veterinary, dentist, clinic","The Chicago Dental Studio, Passport Health River North Travel Clinic, BLVD Vet River North, River Village Dental, Midwest Express Clinic"
882664c1e5fffff,nightlife,11,3,"pub, nightclub, nightclub, bar, pub, bar, bar, nightclub, bar, bar, bar","Brehon Pub, Spybar, Sound Bar, Headquarters Beercade - River North, Centennial Crafted Beer & Eatery, The Drifter Chicago, Bounce Chicago, Electric Hotel, Janitor's Closet, Machine Cocktail Bar, Y Bar"
882664c1e5fffff,services,10,4,"beauty, beauty, dry_cleaning, beauty, hairdresser, beauty, hairdresser, hairdresser, hairdresser, storage_rental","LaserAway, The Lash Lounge, LaSalle Cleaners, H20 Nail Spa, Goodman's Barber Lounge, GOAT Wellness, Image Studios, Levant Barber Shop, Coil and Bloom at Image Studios, Public Storage"
882664c1e5fffff,shopping,8,7,"furniture, stationery, bicycle, furniture, clothes, e-cigarette, pet, lighting","Maxalto, Paper Source, Kozy's Cyclery, Manifesto, Unicorn World by Lola + The Boys, Smoke Outlet, Kriser's Natural Pet, Lightology"
882664c1e5fffff,transport,9,2,"bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, fuel, fuel","Franklin St & Chicago Ave, Kingsbury St & Erie St, Larrabee St & Kingsbury St, Wells St & Huron St, Sedgwick St & Huron St, LaSalle Dr & Huron St, Orleans St & Chestnut St (NEXT Apts), BP, Shell"
882664c1e7fffff,automotive,1,1,car_repair,Midas
882664c1e7fffff,civic_community,5,4,"courthouse, place_of_worship, place_of_worship, fire_station, social_facility","Illinois Appellate Court 1st District, Saint Peregrine Shrine, Assumption Roman Catholic Church, Chicago Fire Department Engine Company 42, Gilda's Club"
882664c1e7fffff,education,1,1,university,IIT Institute of Design
882664c1e7fffff,entertainment,16,4,"artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, artwork, theatre, museum, events_venue, theatre, artwork, artwork","Aaron Montgomery Ward, Edward Albert Filene, George Huntington Hartford, John Wanamaker, Marshall Field, Julius Rosenwald, Frank W. Woolworth, Robert E. Wood, The Athlete, Ludwig Mies van der Rohe, Owen Bruner Goodman Theatre, Illinois Holocaust Museum Presents Experience360, Maggiano's Banquets, House of Blues, The Gentlemen Statues, Crossing"
882664c1e7fffff,finance,10,2,"bank, bank, bank, atm, bank, bank, bank, atm, bank, bank","Lakeside Bank, Old Second National Bank, Byline Bank, Chase, Chase, PNC Bank, Bank of America, Chase"
882664c1e7fffff,food_drink,151,5,"restaurant, restaurant, restaurant, restaurant, restaurant, cafe, fast_food, fast_food, fast_food, restaurant, restaurant, restaurant, cafe, fast_food, cafe, restaurant, cafe, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, fast_food, coffee, coffee, cafe, restaurant, restaurant, restaurant, cafe, restaurant, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, cafe, restaurant, restaurant, fast_food, cafe, restaurant, fast_food, fast_food, cafe, restaurant, cafe, fast_food, cafe, cafe, fast_food, restaurant, restaurant, restaurant, restaurant, cafe, restaurant, cafe, restaurant, fast_food, fast_food, pastry, fast_food, restaurant, cafe, restaurant, cafe, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, cafe, restaurant, restaurant, restaurant, restaurant","Nick's Fishmarket Grill, Kinzie Chophouse, Chicago Cut Steakhouse, India House, Taza, Starbucks, Dunkin', Jimmy John's, Subway, Cafe 333, Goodwin's, Naansense, Starbucks, Subway, Doughnut Vault, NYC Bagel Deli, Starbucks, Wow Bao, State and Lake Chicago Tavern, Protein Bar, Subway, Coco Pazzo, Xoco, Topolobampo, Frontera Grill, Ajida, Tortoise Supper Club, The Kitchen, Old Crow Smokehouse - River North, Chipotle, River Roast, Zarella Pizzeria & Taverna, Sunda, Bavette's Bar & Boeuf, RPM Italian, Flora Fauna, Radio Room, Dough Bros Pizzeria & Sub Shop, El Hefe Mexican Restaurant, Star of Siam, Beatrix, Mastro's Steakhouse, Roka Akor, Slurping Turtle, Hubbard Inn, Joy District Chicago, Ema, Siena Tavern, Planta Queen, RPM Steak, Barrio, Nonnina, Untitled Supper Club, Havana Grill, Mercadito, Moe's Cantina, Highline Bar + Lounge, Le Select, Tanta, Al's Beef, Meli Cafe, The Hampton Social - River North, Edie's All Day Cafe & Bar, Bar Cargo, CAVA, Da Lobsta, Freshii, Il Porcellino, Ironside Bar & Galley, Katana, NAHA, Pizzeria Ora Chicago, Protein Bar, STK Chicago, Sushi-san, Travelle Kitchen + Bar, Subway, AceBounce, 320 River Bar, Boar's Head, Cafe 300, Cafe 353, Caffè Umbria, Billy Goat Tavern - at the MART, Blackwood BBQ, Catch 35, Goddess And The Baker, Nic’s Organic Fast Food, Infuse Coffee and Tea Bar, Southern Cut Cafe, Mendocino Farms, Ciccio Mio, Raised, an Urban Rooftop Bar, RAMEN-SAN, Zombie Taco, Joe & The Juice, Yolk - Marina City, Parlor Pizza Bar, RPM Seafood, Staytion Market & Bar, The Smith, Piggie Smalls Gyro Shop, Tabo Sushi, Pizzeria Portofino, Big Shoulders Coffee, Sweet Home Gelato, Prime & Provisions, McDonald's, Blue Bottle Coffee, Brown Bag Seafood Co., Dunkin', Dunkin', Starbucks, House of Blues, Hero Coffee Bar, Einstein Bros. Bagels, Starbucks, Mojo Coffee, Subway, Lil' Ba-Ba-Reeba!, La Grande Boucherie Chicago, Olio E Piu, No Vacancy, Tary, Kyuramen, TBAAR, Ummo, Crave, Dog Haus, Levain Bakery, Dunkin', Pita Pita, Starbucks, Brews & Bites Riverwalk, Biggby Coffee, The Good Eating Company, Marshall’s Landing, Maggiano's Little Italy, Harry Caray's Italian Steakhouse, Blue Sushi Sake Grill, Cantina Laredo, Lou Malnati's Pizzeria, Arbella, Gene & Georgetti, McDonald's, Firecakes Donuts, Bub City, Smith & Wollensky, Legal Sea Foods, Schneider Deli"
882664c1e7fffff,grocery,11,3,"convenience, convenience, bakery, convenience, convenience, bakery, bakery, convenience, convenience, convenience, alcohol","7-Eleven, 7-Eleven, Glazed and Infused, 7-Eleven, 7-Eleven, Molly’s Cupcakes, Three Fox Five, 7-Eleven, Circle K, North Loop Market, Binny's Beverage Depot"
882664c1e7fffff,health,4,4,"pharmacy, doctors, veterinary, dentist","CVS Pharmacy, Concord Medical Center, Anti-Cruelty Society, River North Dental Center"
882664c1e7fffff,leisure_sports,1,1,boat_rental,Chicago Electric Boat Company
882664c1e7fffff,lodging,17,2,"hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, motel, hotel, hotel","Holiday Inn Chicago Mart Plaza, Courtyard Chicago Downtown/River North, The Langham, Chicago, State and Grand by BridgeStreet, Residence Inn Chicago Downtown/River North, SpringHill Suites Chicago Downtown/River North, Hyatt Place Chicago / River North, Aloft Chicago City Center, Renaissance Chicago Downtown Hotel, Fairfield Inn & Suites Chicago Downtown/River North, Kinzie Hotel, Hampton Inn & Suites Chicago - Downtown, The Westin Chicago River North, Best Western River North, Ohio House Motel, Moxy Chicago Downtown, Hotel Chicago Downtown, Autograph Collection"
